0,0,0,0,0,0,0,0,0
5.285438509,5.315185102,3.441602557,28.34904936,54.70998426,81.5391136,25.1914851,60.24351768,60.12331408
5.464198956,5.120670988,3.457356254,26.06296474,60.04444222,78.4907349,25.54954432,63.57685802,56.43201234
5.619158911,4.91277333,3.510293989,24.65202672,65.22145422,74.72465518,26.60642692,66.45359658,52.4984955
5.745611165,4.697810187,3.598804912,24.15911542,70.08371942,70.35529538,28.3300249,68.7863227,48.44227902
5.839715332,4.482313528,3.720197438,24.59921842,74.48349666,65.5154092,30.66797218,70.50415394,44.38660818
5.89861432,4.272830711,3.8707813,25.95897418,78.28709396,60.3520504,33.5492351,71.55489032,40.45471332
5.920520876,4.075725596,4.045979889,28.19707672,81.37893148,55.02210496,36.88627038,71.9066009,36.7660655
7.032464199,4.254907066,4.735689066,29.30855598,84.27543128,48.44863198,39.66944808,70.0932165,32.6880696
6.958674267,4.041145098,5.023240999,33.27657164,85.73408974,43.02195368,43.52989746,69.05911988,29.86179366
6.83575029,3.866856056,5.320454047,37.87462028,86.2287002,37.9292912,47.51137626,67.3703372,27.56915984
6.667427673,3.737333327,5.618299412,42.96298872,85.74422704,33.32539342,51.4929057,65.07818042,25.87983308
6.458820389,3.656510526,5.90772951,48.38706234,84.29538694,29.35015838,55.35350462,62.25229638,24.8451463
6.216265643,3.626842189,6.179952597,53.98202378,81.92620218,26.1243812,58.97586596,58.9785505,24.49654026
5.947131466,3.649229352,6.426699608,59.57786202,78.70866302,23.74608264,62.24992172,55.3564175,24.844608
5.659593068,3.722992218,6.640475129,65.00453944,74.7405399,22.2875299,65.07618778,51.49595842,25.87877286
5.362384715,3.84589076,6.814784921,70.09715954,70.14241186,21.79304034,67.36878716,47.51447606,27.56760988
5.064534637,4.014192641,6.944333093,74.70097852,65.05400164,22.277635,69.05805952,43.53295016,29.85980106
4.775090986,4.222786389,7.025182962,78.67610786,59.62992892,23.72658258,70.09267804,39.67236094,32.68569488
4.502847143,4.465336432,7.054876725,81.90176528,54.03501102,26.0958479,70.44120868,36.05001282,35.95942332
4.256074674,4.734475305,7.03251028,84.2799446,48.43925386,29.31343112,70.0930651,32.7759698,39.5815114
4.042272061,5.022027229,6.958760924,85.73839318,43.01268548,33.28155666,69.05882988,29.94971122,43.44190022
3.867936811,5.319256306,6.835867051,86.23280642,37.92018938,37.8796454,67.36993244,27.65710916,47.42329146
3.738367884,5.617131804,6.667560434,85.74817278,33.31649472,42.96797962,65.07769344,25.9678196,51.40471176
3.657504463,5.906602501,6.458953114,84.2992285,29.34147528,48.39194906,62.25176502,24.93316632,55.2651885
3.627805984,6.178871754,6.216382298,81.93000868,26.11590038,53.98674914,58.9780139,24.58458208,58.88742538
3.650177115,6.425664928,5.947217954,78.71250798,23.73776656,59.5823885,55.3559122,24.932654,62.16136618
3.723939992,6.639481041,5.659638931,74.74449234,22.27932128,65.00885362,51.4955148,25.96680252,64.98753824
3.846854587,6.813820957,5.362384393,70.14652788,21.78486904,70.1012737,47.51411558,27.65560324,67.28007444
4.015186626,6.94338515,5.064488141,65.05831766,22.26942638,74.70492908,43.53268376,29.94774194,68.96932164
4.223821,7.024235007,4.775003897,59.63445722,23.71826648,78.67995094,39.67218874,32.773574,70.00395652
4.466417236,7.053912726,4.502729937,54.03973818,26.08736706,81.9055699,36.04992498,36.0472403,70.35254456
4.7356023,7.031516141,4.255941461,48.44414234,29.304748,84.28378426,32.77594878,39.66927568,70.00449488
5.023194844,6.957726186,4.042138884,43.01767812,33.27265794,85.74233702,29.94973462,43.52963088,68.970382
5.32045407,6.834786153,3.86781971,37.92521622,37.87054356,86.23691076,27.65715326,47.51101564,67.28162456
5.618345613,6.666433385,3.738280961,33.32148144,42.9587114,85.75247432,25.96786282,51.492462,64.989531
5.907816319,6.457785491,3.657458181,29.34635208,48.38257094,84.30373992,24.93319234,55.35299928,62.16374106
5.964262811,6.025191199,3.885495817,28.44586136,54.90472736,82.41626526,23.78395108,58.56843314,58.5408802
